mse,psnr,ssim,L_dc_bits,L_ac_bits,L_total_bits,bpp,compression_ratio,entropy_dc,entropy_ac,entropy_bpp_est,num_dc_symbols,num_ac_symbols,image_idx,q_y,q_c
7.4327599919150735,39.41930251456562,0.9909939454479403,845790,15969541,16815331,6.157188481322647,3.897882949791473,6.574790057624602,5.279838704984997,6.124244341187965,128016,3008365,59,2,3.2
7.846712398254906,39.183926259520504,0.9878497347967222,807922,16097895,16905817,6.190321302610611,3.8770200813128404,6.2816557429406465,4.916497950484076,6.143067957568778,128016,3248779,60,2,3.2
7.771843827138795,39.22556295869309,0.9710748951446052,702024,13920601,14622625,5.354295922970566,4.482382062044263,5.461445990871509,4.8482339932426255,5.317715392011441,128016,2851259,61,2,3.2
4.957511902809024,41.178165952637784,0.991213941415768,350460,5716565,6067025,2.2215332214332584,10.803349582373569,2.705593263924844,5.515788947396458,2.2094742540220498,128016,1031173,62,2,3.2
6.812119554391638,39.797980995343416,0.9908075913597297,746350,14190723,14937073,5.469435827357517,4.388021133725463,5.796202896705952,5.375876937968297,5.448718264641164,128016,2629987,63,2,3.2
7.141510143263342,39.59290303498095,0.9873454827707748,659064,11433713,12092777,4.427953707934946,5.420110864526816,5.126428708754855,5.4736591206444,4.40931132326155,128016,2080071,64,2,3.2
7.587705345425571,39.32969903350862,0.984458096078593,855474,14512135,15367609,5.627083113634233,4.265087171335502,6.65337024669918,5.177049366904744,5.5982845468927955,128016,2788697,65,2,3.2
6.873704385584614,39.75889510179012,0.9879218653951117,742578,10458717,11201295,4.1015240526574805,5.851483422229305,5.768119993715604,5.073802176914951,4.078689953987779,128016,2049848,66,2,3.2
5.554380043314898,40.684447690208586,0.9894315142721278,719327,16045753,16765080,6.13878831552306,3.909566312835966,5.598448444733651,5.546630859085736,6.118512918826074,128016,2883375,67,2,3.2
7.143047548743907,39.59196819788816,0.9843818275903558,757724,14206089,14963813,5.479227083919198,4.380179837852825,5.891213185177466,5.387716591394604,5.460024308865459,128016,2627681,68,2,3.2
7.445330808258343,39.41196361934932,0.9951474613188163,874719,19852541,20727260,7.589600616329209,3.162221731188782,6.804823301824622,5.674276163667765,7.565911414179286,128016,3487923,69,2,3.2
7.366798876702912,39.45801547661653,0.9903273944566381,790167,10831275,11621442,4.255367249015748,5.63993624887514,6.1444006708754255,5.175865065277829,4.236650224474623,128016,2083467,70,2,3.2
7.654055205989876,39.2918877055582,0.9654909042381926,650966,5783921,6434887,2.3562314720425572,10.18575648647754,5.057906238269089,4.94073030098666,2.346615810621371,128016,1166049,0,3,4.800000000000001
6.970478543697663,39.69817766162576,0.9886788981659053,515152,6552443,7067595,2.5879071024325087,9.273903216016198,3.9770348705646423,4.786709710450374,2.5718910961637627,128016,1361004,1,3,4.800000000000001
7.7890555428618296,39.21595560113203,0.98235920731624,548487,7266129,7814616,2.8614401715410573,8.387384869582844,4.270849273584154,4.929409637113433,2.8424836488474203,128016,1463889,2,3,4.800000000000001
